rank,strategy_name,evaluation_mode,selected_metric_name,selected_metric_value,cumulative_return,total_return,annualized_return,annualized_volatility,volatility,sharpe_ratio,max_drawdown,win_rate,hit_rate,profit_factor,turnover,exposure_pct
1,mean_reversion_v1_safe_2026_q1,single,sharpe_ratio,2.1423087665736507,0.012619278552030488,0.012619278552030488,0.0514406550026929,0.023543770572488257,0.001483118139513446,2.1423087665736507,0.0030868087286415324,0.3492063492063492,0.6356589147286822,1.6455726462146707,0.08095238095238096,7.238095238095238
2,momentum_v1,single,sharpe_ratio,-1.953038423613883,-0.03302959509446268,-0.03302959509446268,-0.12571560037990626,0.0676153728634812,0.004259368128611345,-1.953038423613883,0.046762674076148314,0.3492063492063492,0.40115163147792704,0.7926311723851132,0.31555555555555553,68.25396825396825
