transition_event_id,transition_event_order,transition_dimension_event_order,transition_ts_utc,transition_dimension,transition_previous_state,transition_current_state,transition_label,transition_category,transition_direction,transition_is_stress_transition,transition_window_role,transition_row_offset,transition_timestamp_offset_seconds,transition_overlap_count,transition_has_window_overlap,transition_is_valid_evidence,ts_utc,strategy_return__mean_reversion_v1,strategy_return__momentum_v1,weight__mean_reversion_v1,weight__momentum_v1,gross_portfolio_return,portfolio_weight_change,portfolio_abs_weight_change,portfolio_turnover,portfolio_rebalance_event,portfolio_changed_sleeve_count,portfolio_transaction_cost,portfolio_fixed_fee,portfolio_slippage_proxy,portfolio_slippage_cost,portfolio_execution_friction,net_portfolio_return,portfolio_return,regime_volatility_state,regime_trend_state,regime_drawdown_recovery_state,regime_stress_state,regime_label,regime_is_defined,regime_has_exact_timestamp_match,regime_alignment_status,regime_surface
volatility:0001,1,1,2025-02-11T05:00:00Z,volatility,normal_volatility,low_volatility,volatility:normal_volatility->low_volatility,volatility_downshift,down,False,pre_window,-3,-432000.0,1,False,True,2025-02-06T05:00:00Z,-0.0023434791967883,-0.0004413734074812,0.5,0.5,-0.0013924263021347,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0013924263021347,0.0,0.0,-0.0013924263021347,-0.0013924263021347,normal_volatility,uptrend,near_peak,normal_stress,volatility=normal_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
volatility:0001,1,1,2025-02-11T05:00:00Z,volatility,normal_volatility,low_volatility,volatility:normal_volatility->low_volatility,volatility_downshift,down,False,pre_window,-2,-345600.0,1,False,True,2025-02-07T05:00:00Z,-0.0015842370305088,0.0043974882235338,0.5,0.5,0.0014066255965125,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0029908626270213,0.0,0.0,0.0014066255965125,0.0014066255965125,normal_volatility,uptrend,near_peak,normal_stress,volatility=normal_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
volatility:0001,1,1,2025-02-11T05:00:00Z,volatility,normal_volatility,low_volatility,volatility:normal_volatility->low_volatility,volatility_downshift,down,False,pre_window,-1,-86400.0,1,False,True,2025-02-10T05:00:00Z,0.0009331860586646,0.0004291944304472,0.5,0.5,0.0006811902445559,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0006811902445559,0.0,0.0,0.0006811902445559,0.0006811902445559,normal_volatility,uptrend,near_peak,normal_stress,volatility=normal_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
volatility:0001,1,1,2025-02-11T05:00:00Z,volatility,normal_volatility,low_volatility,volatility:normal_volatility->low_volatility,volatility_downshift,down,False,event_timestamp,0,0.0,1,False,True,2025-02-11T05:00:00Z,-0.0021781440760419,0.0036925891387197,0.5,0.5,0.0007572225313388,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0029353666073808,0.0,0.0,0.0007572225313388,0.0007572225313388,low_volatility,uptrend,near_peak,normal_stress,volatility=low_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
volatility:0001,1,1,2025-02-11T05:00:00Z,volatility,normal_volatility,low_volatility,volatility:normal_volatility->low_volatility,volatility_downshift,down,False,post_window,1,86400.0,1,False,True,2025-02-12T05:00:00Z,-0.002062491243928,0.0009494472621692,0.5,0.5,-0.0005565219908793,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0015059692530486,0.0,0.0,-0.0005565219908793,-0.0005565219908793,low_volatility,uptrend,near_peak,normal_stress,volatility=low_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
volatility:0001,1,1,2025-02-11T05:00:00Z,volatility,normal_volatility,low_volatility,volatility:normal_volatility->low_volatility,volatility_downshift,down,False,post_window,2,172800.0,1,False,True,2025-02-13T05:00:00Z,-0.0011389796548823,-0.0009204780646292,0.5,0.5,-0.0010297288597558,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0010297288597558,0.0,0.0,-0.0010297288597558,-0.0010297288597558,low_volatility,uptrend,near_peak,normal_stress,volatility=low_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
volatility:0001,1,1,2025-02-11T05:00:00Z,volatility,normal_volatility,low_volatility,volatility:normal_volatility->low_volatility,volatility_downshift,down,False,post_window,3,259200.0,2,True,True,2025-02-14T05:00:00Z,-0.0002708296090744,-1.772277614806583e-05,0.5,0.5,-0.0001442761926112,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0001442761926112,0.0,0.0,-0.0001442761926112,-0.0001442761926112,low_volatility,uptrend,near_peak,normal_stress,volatility=low_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
trend:0001,2,1,2025-02-20T05:00:00Z,trend,uptrend,sideways,trend:uptrend->sideways,generic_transition,state_change,False,pre_window,-3,-518400.0,2,True,True,2025-02-14T05:00:00Z,-0.0002708296090744,-1.772277614806583e-05,0.5,0.5,-0.0001442761926112,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0001442761926112,0.0,0.0,-0.0001442761926112,-0.0001442761926112,low_volatility,uptrend,near_peak,normal_stress,volatility=low_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
trend:0001,2,1,2025-02-20T05:00:00Z,trend,uptrend,sideways,trend:uptrend->sideways,generic_transition,state_change,False,pre_window,-2,-172800.0,1,False,True,2025-02-18T05:00:00Z,-0.0028962146215207,0.0052883762227563,0.5,0.5,0.0011960808006177,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0040922954221385,0.0,0.0,0.0011960808006177,0.0011960808006177,low_volatility,uptrend,near_peak,normal_stress,volatility=low_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
trend:0001,2,1,2025-02-20T05:00:00Z,trend,uptrend,sideways,trend:uptrend->sideways,generic_transition,state_change,False,pre_window,-1,-86400.0,1,False,True,2025-02-19T05:00:00Z,0.0031192124841953,-2.5495102620767267e-05,0.5,0.5,0.0015468586907872,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001572353793408,0.0,0.0,0.0015468586907872,0.0015468586907872,low_volatility,uptrend,near_peak,normal_stress,volatility=low_volatility|trend=uptrend|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
trend:0001,2,1,2025-02-20T05:00:00Z,trend,uptrend,sideways,trend:uptrend->sideways,generic_transition,state_change,False,event_timestamp,0,0.0,1,False,True,2025-02-20T05:00:00Z,0.0047877375581066,-0.0012275938438363,0.5,0.5,0.0017800718571351,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0030076657009714,0.0,0.0,0.0017800718571351,0.0017800718571351,low_volatility,sideways,near_peak,normal_stress,volatility=low_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
trend:0001,2,1,2025-02-20T05:00:00Z,trend,uptrend,sideways,trend:uptrend->sideways,generic_transition,state_change,False,post_window,1,86400.0,2,True,True,2025-02-21T05:00:00Z,-0.0025814040822833,0.0006601986658463,0.5,0.5,-0.0009606027082185,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0016208013740648,0.0,0.0,-0.0009606027082185,-0.0009606027082185,low_volatility,sideways,near_peak,normal_stress,volatility=low_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
trend:0001,2,1,2025-02-20T05:00:00Z,trend,uptrend,sideways,trend:uptrend->sideways,generic_transition,state_change,False,post_window,2,345600.0,2,True,True,2025-02-24T05:00:00Z,-0.0014044026658134,0.0024273625347667,0.5,0.5,0.0005114799344766,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00191588260029,0.0,0.0,0.0005114799344766,0.0005114799344766,low_volatility,sideways,near_peak,normal_stress,volatility=low_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
trend:0001,2,1,2025-02-20T05:00:00Z,trend,uptrend,sideways,trend:uptrend->sideways,generic_transition,state_change,False,post_window,3,432000.0,2,True,True,2025-02-25T05:00:00Z,-0.0040855709433776,0.0052654192082414,0.5,0.5,0.0005899241324318,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0046754950758095,0.0,0.0,0.0005899241324318,0.0005899241324318,low_volatility,sideways,near_peak,normal_stress,volatility=low_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
drawdown_recovery:0001,3,1,2025-02-26T05:00:00Z,drawdown_recovery,near_peak,underwater,drawdown_recovery:near_peak->underwater,generic_transition,state_change,False,pre_window,-3,-432000.0,2,True,True,2025-02-21T05:00:00Z,-0.0025814040822833,0.0006601986658463,0.5,0.5,-0.0009606027082185,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0016208013740648,0.0,0.0,-0.0009606027082185,-0.0009606027082185,low_volatility,sideways,near_peak,normal_stress,volatility=low_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
drawdown_recovery:0001,3,1,2025-02-26T05:00:00Z,drawdown_recovery,near_peak,underwater,drawdown_recovery:near_peak->underwater,generic_transition,state_change,False,pre_window,-2,-172800.0,2,True,True,2025-02-24T05:00:00Z,-0.0014044026658134,0.0024273625347667,0.5,0.5,0.0005114799344766,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00191588260029,0.0,0.0,0.0005114799344766,0.0005114799344766,low_volatility,sideways,near_peak,normal_stress,volatility=low_volatility|trend=sideways|drawdown_recovery=near_peak|stress=normal_stress,True,True,matched_defined,portfolio
