selection_rank,candidate_id,alpha_name,alpha_run_id,sleeve_run_id,mapping_name,dataset,timeframe,evaluation_horizon,mean_ic,ic_ir,mean_rank_ic,rank_ic_ir,n_periods,sharpe_ratio,annualized_return,total_return,max_drawdown,average_turnover,promotion_status,review_status,artifact_path,rejected_stage,rejection_reason,failed_checks,rejected_against_candidate_id,observed_correlation,configured_max_correlation,overlap_observations
2,ml_cross_sectional_lgbm_2026_q1_alpha_eval_b666eb92f4bd,ml_cross_sectional_lgbm_2026_q1,ml_cross_sectional_lgbm_2026_q1_alpha_eval_b666eb92f4bd,,top_bottom_quantile_q20,features_daily,1D,5,0.24848289027411252,1.589418842850813,0.22603435773046024,1.8849086091202858,19,10.311078656234617,0.2821198250481558,0.02395039005237276,0.003525040768855514,0.30333333333333334,,needs_review,C:/Users/christophermoverton/stratlake-trade-engine/docs/examples/output/real_world_campaign_case_study/artifacts/alpha/ml_cross_sectional_lgbm_2026_q1_alpha_eval_b666eb92f4bd,redundancy_filter,correlation_above_threshold,,ml_cross_sectional_xgb_2026_q1_alpha_eval_366f61a76d97,0.7597601903085351,0.75,24
