ts_utc,strategy_return__ml_cross_sectional_lgbm_2026_q1__ml_cross_sectional_lgbm_2026_q1_alpha_eval_f3eec87f23a6,strategy_return__ml_cross_sectional_xgb_2026_q1__ml_cross_sectional_xgb_2026_q1_alpha_eval_4d1d270521e2,strategy_return__rank_composite_momentum_2026_q1__rank_composite_momentum_2026_q1_alpha_eval_3256df8cbd0a,weight__ml_cross_sectional_lgbm_2026_q1__ml_cross_sectional_lgbm_2026_q1_alpha_eval_f3eec87f23a6,weight__ml_cross_sectional_xgb_2026_q1__ml_cross_sectional_xgb_2026_q1_alpha_eval_4d1d270521e2,weight__rank_composite_momentum_2026_q1__rank_composite_momentum_2026_q1_alpha_eval_3256df8cbd0a,gross_portfolio_return,portfolio_weight_change,portfolio_abs_weight_change,portfolio_turnover,portfolio_rebalance_event,portfolio_changed_sleeve_count,portfolio_transaction_cost,portfolio_fixed_fee,portfolio_slippage_proxy,portfolio_slippage_cost,portfolio_execution_friction,net_portfolio_return,portfolio_return
2026-03-20T04:00:00Z,0.0003211222314947,0.0005624702908441,7.00163425044953e-05,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.0003178696216141427,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0003178696216141427,0.0,0.0,0.0003178696216141427,0.0003178696216141427
2026-03-23T04:00:00Z,0.0010353706004083,4.160854367807998e-05,-0.0015466530281739,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.0001565579613623642,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0008745440574192979,0.0,0.0,-0.0001565579613623642,-0.0001565579613623642
2026-03-24T04:00:00Z,-0.0001020352000471,-0.000342223288941,-0.0015100113585583,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.0006514232825148742,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0006514232825148742,0.0,0.0,-0.0006514232825148742,-0.0006514232825148742
2026-03-25T04:00:00Z,0.0003772761869931,0.0001302956852413,0.0004751949492919,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.0003275889405084687,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0003275889405084687,0.0,0.0,0.0003275889405084687,0.0003275889405084687
2026-03-26T04:00:00Z,0.0025020431806417,0.0042851729835299,0.0014547649303476,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.002747327031503901,0.0,0.0,0.0,0,0.0,0.0,0.0,0.002747327031503901,0.0,0.0,0.002747327031503901,0.002747327031503901
2026-03-27T04:00:00Z,0.0003309214052576,-0.0002581920436753,0.0044327645677424,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.001501831309773534,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001673959338890244,0.0,0.0,0.001501831309773534,0.001501831309773534
2026-03-30T04:00:00Z,0.0011981650710691,-0.0003035736215386,-0.0017414324636746,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.0002822803380477766,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0010810570520931168,0.0,0.0,-0.0002822803380477766,-0.0002822803380477766
2026-03-31T04:00:00Z,0.0033650231962834,0.0025801884464074,-0.0074062935504848,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.00048702730259755694,0.0,0.0,0.0,0,0.0,0.0,0.0,0.004450501731054485,0.0,0.0,-0.00048702730259755694,-0.00048702730259755694
2026-04-01T04:00:00Z,0.0027513114212007,0.0015324726654608,-0.0011169931271869,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.001055596986490573,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0018002590712811626,0.0,0.0,0.001055596986490573,0.001055596986490573
2026-04-02T04:00:00Z,0.0002279436510573,0.0006400395464464,0.0023755276602315,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.00108117028591075,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00108117028591075,0.0,0.0,0.00108117028591075,0.00108117028591075
