ts_utc,portfolio_equity_curve
2025-01-02T05:00:00Z,1.0
2025-01-03T05:00:00Z,1.0
2025-01-06T05:00:00Z,1.0
2025-01-07T05:00:00Z,1.0
2025-01-08T05:00:00Z,1.0
2025-01-10T05:00:00Z,1.0
2025-01-13T05:00:00Z,1.0
2025-01-14T05:00:00Z,1.0
2025-01-15T05:00:00Z,1.0
2025-01-16T05:00:00Z,1.0
2025-01-17T05:00:00Z,1.0
2025-01-21T05:00:00Z,1.0
2025-01-22T05:00:00Z,1.0
2025-01-23T05:00:00Z,1.0
2025-01-24T05:00:00Z,1.0
2025-01-27T05:00:00Z,1.0
2025-01-28T05:00:00Z,1.0
2025-01-29T05:00:00Z,1.0
2025-01-30T05:00:00Z,1.0
2025-01-31T05:00:00Z,1.0
2025-02-03T05:00:00Z,1.00214547590932
2025-02-04T05:00:00Z,1.002839822599092
2025-02-05T05:00:00Z,1.0023249645795134
2025-02-06T05:00:00Z,1.0009293009355467
2025-02-07T05:00:00Z,1.0023372337105418
2025-02-10T05:00:00Z,1.0030200160559006
2025-02-11T05:00:00Z,1.0037795254114419
2025-02-12T05:00:00Z,1.003220900031556
2025-02-13T05:00:00Z,1.0021878545180833
2025-02-14T05:00:00Z,1.0020432626701523
2025-02-18T05:00:00Z,1.0032417873780204
2025-02-19T05:00:00Z,1.004793660655787
2025-02-20T05:00:00Z,1.0065822655733483
2025-02-21T05:00:00Z,1.005615339922994
2025-02-24T05:00:00Z,1.0061296919911666
2025-02-25T05:00:00Z,1.0067232321768285
2025-02-26T05:00:00Z,1.0072087609318907
2025-02-27T05:00:00Z,1.008476680315132
2025-02-28T05:00:00Z,1.0072438138503232
2025-03-03T05:00:00Z,1.003018211129812
2025-03-04T05:00:00Z,0.9999090642488112
2025-03-05T05:00:00Z,1.000336986847165
2025-03-06T05:00:00Z,0.9962943222505255
2025-03-07T05:00:00Z,0.9960860162791232
2025-03-10T04:00:00Z,0.992931358452609
2025-03-11T04:00:00Z,0.9948113695265011
2025-03-12T04:00:00Z,0.9966279708478203
2025-03-13T04:00:00Z,0.9967080633195894
2025-03-14T04:00:00Z,1.0026926173438568
2025-03-17T04:00:00Z,1.0054543691953943
2025-03-18T04:00:00Z,1.0010640217943847
2025-03-19T04:00:00Z,1.0081150491236581
2025-03-20T04:00:00Z,1.006681899187262
2025-03-21T04:00:00Z,1.007561218769519
2025-03-24T04:00:00Z,1.014712502218339
2025-03-25T04:00:00Z,1.0165141098533936
2025-03-26T04:00:00Z,1.0139389059567618
2025-03-27T04:00:00Z,1.0129750561273718
2025-03-28T04:00:00Z,1.0066981742990506
2025-03-31T04:00:00Z,1.0081225922862678
2025-04-01T04:00:00Z,1.0073145371082537
2025-04-02T04:00:00Z,1.006292692358413
2025-04-03T04:00:00Z,1.0161349753175695
2025-04-04T04:00:00Z,1.0193720035793794
2025-04-07T04:00:00Z,1.0193021240728646
2025-04-08T04:00:00Z,1.0187217239724626
2025-04-09T04:00:00Z,1.0181845601575614
2025-04-10T04:00:00Z,1.026691737199755
2025-04-11T04:00:00Z,1.0285130988688478
2025-04-14T04:00:00Z,1.0342621055230299
2025-04-15T04:00:00Z,1.0323862023304762
2025-04-16T04:00:00Z,1.020200552127395
2025-04-17T04:00:00Z,1.0279125416142203
2025-04-21T04:00:00Z,1.022705422808634
2025-04-22T04:00:00Z,1.029174163367784
2025-04-23T04:00:00Z,1.0294628191562345
2025-04-24T04:00:00Z,1.0355864385581213
2025-04-25T04:00:00Z,1.037419897632814
2025-04-28T04:00:00Z,1.0380590927446451
2025-04-29T04:00:00Z,1.0402104087363453
2025-04-30T04:00:00Z,1.038167014143986
2025-05-01T04:00:00Z,1.0405437032950988
2025-05-02T04:00:00Z,1.0408916908094985
2025-05-05T04:00:00Z,1.0417024079285242
2025-05-06T04:00:00Z,1.044779374554877
2025-05-07T04:00:00Z,1.0396092189533837
2025-05-08T04:00:00Z,1.0340863418936745
2025-05-09T04:00:00Z,1.0347583406362255
2025-05-12T04:00:00Z,1.0134581863049734
2025-05-13T04:00:00Z,1.0119939617973601
2025-05-14T04:00:00Z,1.0119428312356284
2025-05-15T04:00:00Z,1.010060584599536
2025-05-16T04:00:00Z,1.0081977601678704
2025-05-19T04:00:00Z,1.007783825364781
2025-05-20T04:00:00Z,1.009020388461968
2025-05-21T04:00:00Z,1.0182938412021951
2025-05-22T04:00:00Z,1.0169614491118613
2025-05-23T04:00:00Z,1.0202804083369246
2025-05-27T04:00:00Z,1.0116865195084088
2025-05-28T04:00:00Z,1.0134813608796227
2025-05-29T04:00:00Z,1.0127272155008713
2025-05-30T04:00:00Z,1.0130093864765648
2025-06-02T04:00:00Z,1.01233153622492
2025-06-03T04:00:00Z,1.0132791184072383
2025-06-04T04:00:00Z,1.01189491174421
2025-06-05T04:00:00Z,1.0121403873157506
2025-06-06T04:00:00Z,1.0097569737241392
2025-06-09T04:00:00Z,1.0095702281487704
2025-06-10T04:00:00Z,1.011128144127179
2025-06-11T04:00:00Z,1.0118614738285927
2025-06-12T04:00:00Z,1.0130989995982291
2025-06-13T04:00:00Z,1.0144137552800663
2025-06-16T04:00:00Z,1.0117447746216837
2025-06-17T04:00:00Z,1.0117616800649596
2025-06-18T04:00:00Z,1.0111778374562566
2025-06-20T04:00:00Z,1.012321801775125
2025-06-23T04:00:00Z,1.0127529557510098
2025-06-24T04:00:00Z,1.012688497183726
2025-06-25T04:00:00Z,1.0125667894258912
2025-06-26T04:00:00Z,1.0108444838868056
2025-06-27T04:00:00Z,1.0144347856996294
2025-06-30T04:00:00Z,1.0146782249126607
2025-07-01T04:00:00Z,1.016438757751436
2025-07-02T04:00:00Z,1.0163823634732947
2025-07-03T04:00:00Z,1.016040499249525
2025-07-07T04:00:00Z,1.0172159745018863
2025-07-08T04:00:00Z,1.0191114352859154
2025-07-09T04:00:00Z,1.0175672046330435
2025-07-10T04:00:00Z,1.0157613369793215
2025-07-11T04:00:00Z,1.0170838069542416
2025-07-14T04:00:00Z,1.0160476349876555
2025-07-15T04:00:00Z,1.0158024152441814
2025-07-16T04:00:00Z,1.0151633473565445
2025-07-17T04:00:00Z,1.0105823798602578
2025-07-18T04:00:00Z,1.0118054504412919
2025-07-21T04:00:00Z,1.0121859602089849
2025-07-22T04:00:00Z,1.0103879477198747
2025-07-23T04:00:00Z,1.007176959164261
2025-07-24T04:00:00Z,1.0042203665853255
2025-07-25T04:00:00Z,1.0033331546254307
2025-07-28T04:00:00Z,1.0019120446200247
2025-07-29T04:00:00Z,0.9999647967151506
2025-07-30T04:00:00Z,0.9991654246489523
2025-07-31T04:00:00Z,1.0011122987943901
2025-08-01T04:00:00Z,1.0035857153530325
2025-08-04T04:00:00Z,1.0003679089668875
2025-08-05T04:00:00Z,1.00139672859376
2025-08-06T04:00:00Z,1.0010626129251066
2025-08-07T04:00:00Z,1.0000232952343353
2025-08-08T04:00:00Z,0.9991803289173135
2025-08-11T04:00:00Z,0.9984972232591293
2025-08-12T04:00:00Z,0.9994904433988825
2025-08-13T04:00:00Z,1.000204699406012
2025-08-14T04:00:00Z,1.000317426199973
2025-08-15T04:00:00Z,1.001007151536506
2025-08-18T04:00:00Z,1.0017985603787538
2025-08-19T04:00:00Z,1.0034914558380812
2025-08-20T04:00:00Z,1.0045397952208313
2025-08-21T04:00:00Z,1.0055859870223618
2025-08-22T04:00:00Z,1.0032880499069599
2025-08-25T04:00:00Z,1.004080954599861
2025-08-26T04:00:00Z,1.0055133092986628
2025-08-27T04:00:00Z,1.0056892223767455
2025-08-28T04:00:00Z,1.0068662130164068
2025-08-29T04:00:00Z,1.0042128380339714
2025-09-02T04:00:00Z,1.0059032664315743
2025-09-03T04:00:00Z,1.0055364623008316
2025-09-04T04:00:00Z,1.0029988035284498
2025-09-05T04:00:00Z,1.0060860375911151
2025-09-08T04:00:00Z,1.0049363253862604
2025-09-09T04:00:00Z,1.0024662392834436
2025-09-10T04:00:00Z,1.006108364665908
2025-09-11T04:00:00Z,1.0065291670489636
2025-09-12T04:00:00Z,1.0062766392179257
2025-09-15T04:00:00Z,1.004452532889774
2025-09-16T04:00:00Z,1.0055011414333275
2025-09-17T04:00:00Z,1.004988661913357
2025-09-18T04:00:00Z,1.0064859542946016
2025-09-19T04:00:00Z,1.0062216576943404
2025-09-22T04:00:00Z,1.0046111265975102
2025-09-23T04:00:00Z,1.0070851153711762
2025-09-24T04:00:00Z,1.0063311194828406
2025-09-25T04:00:00Z,1.0073421629572623
2025-09-26T04:00:00Z,1.007738649935595
2025-09-29T04:00:00Z,1.0072047866016474
2025-09-30T04:00:00Z,1.0065435078741707
2025-10-01T04:00:00Z,1.0083047953344912
2025-10-02T04:00:00Z,1.009404367528899
2025-10-03T04:00:00Z,1.0088960969472225
2025-10-06T04:00:00Z,1.0072938513122756
2025-10-07T04:00:00Z,1.0085259531383979
2025-10-08T04:00:00Z,1.0081241458179573
2025-10-09T04:00:00Z,1.0094048639349844
2025-10-10T04:00:00Z,1.0108697244394622
2025-10-13T04:00:00Z,1.0110163388931768
2025-10-14T04:00:00Z,1.0104449807521387
2025-10-15T04:00:00Z,1.0081279006177575
2025-10-16T04:00:00Z,1.0094053891829808
2025-10-17T04:00:00Z,1.0090974722790904
2025-10-20T04:00:00Z,1.0111895276083365
2025-10-21T04:00:00Z,1.0134721713364052
2025-10-22T04:00:00Z,1.015274982750579
2025-10-23T04:00:00Z,1.0157526376872656
2025-10-24T04:00:00Z,1.0164676721974266
2025-10-27T04:00:00Z,1.0159476366699252
2025-10-28T04:00:00Z,1.016668513546336
2025-10-29T04:00:00Z,1.0180055156929042
2025-10-30T04:00:00Z,1.0174250712269775
2025-10-31T04:00:00Z,1.0180841951977857
2025-11-03T05:00:00Z,1.0188018819381586
2025-11-04T05:00:00Z,1.0209111737818282
2025-11-05T05:00:00Z,1.0205899105283782
2025-11-06T05:00:00Z,1.0216211855491628
2025-11-07T05:00:00Z,1.0207630046131475
2025-11-10T05:00:00Z,1.017266506209878
2025-11-11T05:00:00Z,1.018751657256636
2025-11-12T05:00:00Z,1.017795507534611
2025-11-13T05:00:00Z,1.0222851839619895
2025-11-14T05:00:00Z,1.02010036039644
2025-11-17T05:00:00Z,1.010671140920447
2025-11-18T05:00:00Z,1.0104714831978254
2025-11-19T05:00:00Z,1.0099884277066227
2025-11-20T05:00:00Z,1.010757967409691
2025-11-21T05:00:00Z,1.0076049304287669
2025-11-24T05:00:00Z,1.008610474912325
2025-11-25T05:00:00Z,1.0108035131702984
2025-11-26T05:00:00Z,1.0148876509726237
2025-11-28T05:00:00Z,1.01982576942961
2025-12-01T05:00:00Z,1.0200624117086199
2025-12-02T05:00:00Z,1.0217577360217527
2025-12-03T05:00:00Z,1.023400454866932
2025-12-04T05:00:00Z,1.0244333625432225
2025-12-05T05:00:00Z,1.0246245428743364
2025-12-08T05:00:00Z,1.0260539888170765
2025-12-09T05:00:00Z,1.0255967836851456
2025-12-10T05:00:00Z,1.0238601134724417
2025-12-11T05:00:00Z,1.021630273514678
2025-12-12T05:00:00Z,1.0207332343578253
2025-12-15T05:00:00Z,1.020419107668497
2025-12-16T05:00:00Z,1.0203271078461624
2025-12-17T05:00:00Z,1.0210952145806385
2025-12-18T05:00:00Z,1.022331923617475
2025-12-19T05:00:00Z,1.022929466756923
2025-12-22T05:00:00Z,1.0209731086288245
2025-12-23T05:00:00Z,1.0225594202122508
2025-12-24T05:00:00Z,1.0214256870387213
2025-12-26T05:00:00Z,1.0210594618284188
2025-12-29T05:00:00Z,1.0210938242359584
2025-12-30T05:00:00Z,1.0212436409900445
2025-12-31T05:00:00Z,1.022285812055293
