ts_utc,strategy_return__mean_reversion_v1,strategy_return__momentum_v1,weight__mean_reversion_v1,weight__momentum_v1,gross_portfolio_return,portfolio_weight_change,portfolio_abs_weight_change,portfolio_turnover,portfolio_rebalance_event,portfolio_changed_sleeve_count,portfolio_transaction_cost,portfolio_fixed_fee,portfolio_slippage_proxy,portfolio_slippage_cost,portfolio_execution_friction,net_portfolio_return,portfolio_return
2025-01-23T05:00:00Z,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-24T05:00:00Z,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-27T05:00:00Z,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-28T05:00:00Z,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-29T05:00:00Z,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-30T05:00:00Z,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-31T05:00:00Z,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-03T05:00:00Z,-0.0031439686135933996,0.007434920432233402,0.5,0.5,0.0021454759093200012,0.0,0.0,0.0,0,0.0,0.0,0.0,0.005289444522913401,0.0,0.0,0.0021454759093200012,0.0021454759093200012
2025-02-04T05:00:00Z,0.0010938782296701002,0.0002918421202462,0.5,0.5,0.0006928601749581501,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0006928601749581501,0.0,0.0,0.0006928601749581501,0.0006928601749581501
2025-02-05T05:00:00Z,0.0020447243790341,-0.0030715244880369997,0.5,0.5,-0.0005134000545014498,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0025581244335355496,0.0,0.0,-0.0005134000545014498,-0.0005134000545014498
2025-02-06T05:00:00Z,-0.0023434791967883,-0.0004413734074812,0.5,0.5,-0.00139242630213475,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00139242630213475,0.0,0.0,-0.00139242630213475,-0.00139242630213475
2025-02-07T05:00:00Z,-0.0015842370305088,0.004397488223533801,0.5,0.5,0.0014066255965125003,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0029908626270213003,0.0,0.0,0.0014066255965125003,0.0014066255965125003
2025-02-10T05:00:00Z,0.0009331860586646001,0.0004291944304472,0.5,0.5,0.0006811902445559001,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0006811902445559001,0.0,0.0,0.0006811902445559001,0.0006811902445559001
2025-02-11T05:00:00Z,-0.0021781440760419994,0.0036925891387197,0.5,0.5,0.0007572225313388502,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0029353666073808496,0.0,0.0,0.0007572225313388502,0.0007572225313388502
2025-02-12T05:00:00Z,-0.002062491243928,0.0009494472621692999,0.5,0.5,-0.00055652199087935,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00150596925304865,0.0,0.0,-0.00055652199087935,-0.00055652199087935
2025-02-13T05:00:00Z,-0.0011389796548823999,-0.0009204780646292999,0.5,0.5,-0.00102972885975585,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00102972885975585,0.0,0.0,-0.00102972885975585,-0.00102972885975585
2025-02-14T05:00:00Z,-0.00027082960907440006,-1.772277614806583e-05,0.5,0.5,-0.00014427619261123294,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00014427619261123294,0.0,0.0,-0.00014427619261123294,-0.00014427619261123294
2025-02-18T05:00:00Z,-0.0028962146215207995,0.0052883762227563,0.5,0.5,0.0011960808006177505,0.0,0.0,0.0,0,0.0,0.0,0.0,0.00409229542213855,0.0,0.0,0.0011960808006177505,0.0011960808006177505
