candidate_id,alpha_name,sleeve_run_id,dataset,timeframe,evaluation_horizon,is_eligible,failed_checks,mean_ic,mean_rank_ic,ic_ir,rank_ic_ir,history_length,threshold_min_mean_ic,threshold_min_mean_rank_ic,threshold_min_ic_ir,threshold_min_rank_ic_ir,threshold_min_history_length
rank_composite_momentum_2026_q1_alpha_eval_3256df8cbd0a,rank_composite_momentum_2026_q1,,features_daily,1D,5,True,,-0.007925863633708358,-0.0019231397412175382,-0.04543185604194747,-0.011713612309876541,19,,,,,
ml_cross_sectional_xgb_2026_q1_alpha_eval_4d1d270521e2,ml_cross_sectional_xgb_2026_q1,,features_daily,1D,5,True,,0.2546042594447913,0.22522079840369522,1.9198107890623903,3.08286962892838,19,,,,,
ml_cross_sectional_lgbm_2026_q1_alpha_eval_f3eec87f23a6,ml_cross_sectional_lgbm_2026_q1,,features_daily,1D,5,True,,0.24848289027411252,0.22603435773046024,1.589418842850813,1.8849086091202858,19,,,,,
