rank,alpha_name,run_id,dataset,timeframe,evaluation_horizon,mapping_name,mean_ic,ic_ir,mean_rank_ic,rank_ic_ir,n_periods,sharpe_ratio,annualized_return,total_return,cumulative_return,max_drawdown,turnover,average_turnover,total_turnover,win_rate,hit_rate,profit_factor,trade_count,exposure_pct,total_transaction_cost,total_slippage_cost,total_execution_friction,artifact_path
1,ml_cross_sectional_xgb_2026_q1,ml_cross_sectional_xgb_2026_q1_alpha_eval_366f61a76d97,features_daily,1D,5,top_bottom_quantile_q20,0.2546042594447913,1.9198107890623903,0.22522079840369522,3.08286962892838,19,12.465814141682714,0.34589515516635605,0.028695366787475418,0.028695366787475418,0.0005616872849203425,0.25833333333333336,0.25833333333333336,310.0,0.7083333333333334,0.5670731707317073,2.0695604349777885,301.0,38.333333333333336,0.0,0.0,0.0,C:/Users/christophermoverton/stratlake-trade-engine/docs/examples/output/real_world_campaign_case_study/artifacts/alpha/ml_cross_sectional_xgb_2026_q1_alpha_eval_366f61a76d97
2,ml_cross_sectional_lgbm_2026_q1,ml_cross_sectional_lgbm_2026_q1_alpha_eval_b666eb92f4bd,features_daily,1D,5,top_bottom_quantile_q20,0.24848289027411252,1.589418842850813,0.22603435773046024,1.8849086091202858,19,10.311078656234617,0.2821198250481558,0.02395039005237276,0.02395039005237276,0.003525040768855514,0.30333333333333334,0.30333333333333334,364.0,0.7083333333333334,0.578125,1.7600427225023556,359.0,38.333333333333336,0.0,0.0,0.0,C:/Users/christophermoverton/stratlake-trade-engine/docs/examples/output/real_world_campaign_case_study/artifacts/alpha/ml_cross_sectional_lgbm_2026_q1_alpha_eval_b666eb92f4bd
3,ml_cross_sectional_elastic_net_2026_q1,ml_cross_sectional_elastic_net_2026_q1_alpha_eval_813a3a37e1a0,features_daily,1D,5,top_bottom_quantile_q20,0.12084441007118236,0.8272437066429204,0.16196169208551706,0.9601781571295526,19,2.4534389930906864,0.07741062689211997,0.007126280964646847,0.007126280964646847,0.007446498673378321,0.023333333333333334,0.023333333333333334,28.0,0.4583333333333333,0.5833333333333334,1.6036031455322646,28.0,38.333333333333336,0.0,0.0,0.0,C:/Users/christophermoverton/stratlake-trade-engine/docs/examples/output/real_world_campaign_case_study/artifacts/alpha/ml_cross_sectional_elastic_net_2026_q1_alpha_eval_813a3a37e1a0
4,rank_composite_momentum_2026_q1,rank_composite_momentum_2026_q1_alpha_eval_81ef86e27306,features_daily,1D,5,top_bottom_quantile_q20,-0.007925863633708358,-0.04543185604194747,-0.0019231397412175382,-0.011713612309876541,19,-2.8283515697147212,-0.11178227958316722,-0.011225884228951988,-0.011225884228951988,0.01356917793168022,0.17333333333333334,0.17333333333333334,208.0,0.4583333333333333,0.34210526315789475,0.7242144919996689,208.0,38.333333333333336,0.0,0.0,0.0,C:/Users/christophermoverton/stratlake-trade-engine/docs/examples/output/real_world_campaign_case_study/artifacts/alpha/rank_composite_momentum_2026_q1_alpha_eval_81ef86e27306
