selection_rank,candidate_id,alpha_name,alpha_run_id,sleeve_run_id,mapping_name,dataset,timeframe,evaluation_horizon,mean_ic,ic_ir,mean_rank_ic,rank_ic_ir,n_periods,sharpe_ratio,annualized_return,total_return,max_drawdown,average_turnover,promotion_status,review_status,artifact_path,allocation_weight,allocation_method,pre_constraint_weight,constraint_adjusted_flag
1,ml_cross_sectional_xgb_2026_q1_alpha_eval_1221fcf40775,ml_cross_sectional_xgb_2026_q1,ml_cross_sectional_xgb_2026_q1_alpha_eval_1221fcf40775,,top_bottom_quantile_q20,features_daily,1D,5,0.2546042594447913,1.9198107890623903,0.22522079840369522,3.08286962892838,19,12.465814141682714,0.014985396862974065,0.0014175967047811433,2.8088087310029763e-05,0.012916666666666668,,needs_review,docs/examples/output/real_q1_2026_regime_aware_case_study/native_artifacts/alpha/ml_cross_sectional_xgb_2026_q1_alpha_eval_1221fcf40775,0.5,equal_weight,0.5,False
3,rank_composite_momentum_2026_q1_alpha_eval_46aa308ef0e5,rank_composite_momentum_2026_q1,rank_composite_momentum_2026_q1_alpha_eval_46aa308ef0e5,,top_bottom_quantile_q20,features_daily,1D,5,-0.007925863633708358,-0.04543185604194747,-0.0019231397412175382,-0.011713612309876541,19,-2.828351569714722,-0.005868844331271661,-0.0005604270617715068,0.000679122781035435,0.008666666666666666,,needs_review,docs/examples/output/real_q1_2026_regime_aware_case_study/native_artifacts/alpha/rank_composite_momentum_2026_q1_alpha_eval_46aa308ef0e5,0.5,equal_weight,0.5,False
