selection_rank,candidate_id,alpha_name,alpha_run_id,sleeve_run_id,mapping_name,dataset,timeframe,evaluation_horizon,mean_ic,ic_ir,mean_rank_ic,rank_ic_ir,n_periods,sharpe_ratio,annualized_return,total_return,max_drawdown,average_turnover,promotion_status,review_status,artifact_path,rejected_stage,rejection_reason,failed_checks,rejected_against_candidate_id,observed_correlation,configured_max_correlation,overlap_observations
2,ml_cross_sectional_lgbm_2026_q1_alpha_eval_f20f47edde70,ml_cross_sectional_lgbm_2026_q1,ml_cross_sectional_lgbm_2026_q1_alpha_eval_f20f47edde70,,top_bottom_quantile_q20,features_daily,1D,5,0.24848289027411252,1.589418842850813,0.22603435773046024,1.8849086091202858,19,10.311078656234615,0.012522564338673714,0.001185922223319924,0.0001764463930991056,0.015166666666666667,,needs_review,docs/examples/output/real_q1_2026_regime_aware_case_study/native_artifacts/alpha/ml_cross_sectional_lgbm_2026_q1_alpha_eval_f20f47edde70,redundancy_filter,correlation_above_threshold,,ml_cross_sectional_xgb_2026_q1_alpha_eval_1221fcf40775,0.7597601903085357,0.75,24
