ts_utc,posterior_cluster_0,posterior_cluster_1,posterior_cluster_2
2025-05-20T04:00:00Z,1.2959724069326796e-23,1.0,5.075190750390812e-25
2025-05-21T04:00:00Z,1.426035079622147e-23,1.0,1.2776153359033912e-28
2025-05-22T04:00:00Z,4.824265440473928e-18,1.0,2.5533536982194202e-25
2025-05-23T04:00:00Z,7.58790051973641e-18,1.0,6.178268346297507e-26
2025-05-27T04:00:00Z,1.8739148474261023e-15,0.9999999999999982,5.652886432081998e-32
2025-05-28T04:00:00Z,5.400811198354242e-16,0.9999999999999996,2.9987199039223056e-33
2025-05-29T04:00:00Z,2.747113027061403e-15,0.9999999999999973,4.976307259991673e-35
2025-05-30T04:00:00Z,4.56302402515532e-14,0.9999999999999543,5.9459990194538746e-33
2025-06-02T04:00:00Z,3.890843998527009e-11,0.9999999999610916,3.9382215916521016e-33
2025-06-03T04:00:00Z,1.3799281838427492e-11,0.9999999999862008,1.5576037401001237e-39
2025-06-04T04:00:00Z,4.249460981003054e-12,0.9999999999957505,7.1698775921169985e-37
2025-06-05T04:00:00Z,9.074734634474746e-13,0.9999999999990927,6.986810063263437e-39
2025-06-06T04:00:00Z,4.428165294342756e-10,0.9999999995571835,1.3225627932968128e-34
2025-06-09T04:00:00Z,1.9528156465692644e-08,0.9999999804718434,7.1598119726870234e-31
2025-06-10T04:00:00Z,0.024739862243922738,0.9752601377560736,3.5436815281853294e-15
2025-06-11T04:00:00Z,0.2376586153305776,0.7623413846692324,1.9014824686854384e-13
2025-06-12T04:00:00Z,0.013216297706318787,0.9867837022936813,1.2322259730538647e-16
2025-06-13T04:00:00Z,1.3117088330514002e-05,0.9999868829116693,1.778920934539044e-21
2025-06-16T04:00:00Z,0.0012636657295474793,0.9987363342704526,1.2874026582872068e-20
2025-06-17T04:00:00Z,0.0003018115141393964,0.9996981884858606,3.790524349219795e-20
2025-06-18T04:00:00Z,0.001270498164824076,0.9987295018351757,5.212266754700657e-17
2025-06-20T04:00:00Z,0.08519713279109613,0.9148028629261266,4.282777280623325e-09
2025-06-23T04:00:00Z,0.5747337396051178,0.42526618093206003,7.946282258234065e-08
2025-06-24T04:00:00Z,0.9977439378167253,0.0022555950659898525,4.671172851067123e-07
2025-06-25T04:00:00Z,0.9999492464689897,4.8558881573027135e-05,2.19464943713819e-06
2025-06-26T04:00:00Z,0.9999709584491308,2.6237019890860063e-05,2.8045309783877674e-06
2025-06-27T04:00:00Z,0.99999089898171,8.514906148591551e-08,9.0158692284963e-06
2025-06-30T04:00:00Z,0.9999866350222764,3.1464900627337574e-08,1.3333512823036012e-05
2025-07-01T04:00:00Z,0.9999469738941992,1.54271331076767e-09,5.302456308755804e-05
2025-07-02T04:00:00Z,0.9998816815791852,3.0874046833348545e-11,0.00011831838994082235
2025-07-03T04:00:00Z,0.9999628183635288,2.862741241255639e-11,3.7181607843743494e-05
2025-07-07T04:00:00Z,0.9999945071936036,4.880456029883997e-10,5.492318350775872e-06
2025-07-08T04:00:00Z,0.9999997787945912,2.0327784136971609e-10,2.2100213089318569e-07
2025-07-09T04:00:00Z,0.9999993581195334,2.773024602689058e-10,6.416031641452166e-07
2025-07-10T04:00:00Z,0.9999996841473333,2.8361965249128105e-11,3.1582430474284517e-07
2025-07-11T04:00:00Z,0.999999633206487,1.3163387781429652e-09,3.6547717421749835e-07
2025-07-14T04:00:00Z,0.9999999144840503,1.7514041556058072e-08,6.800190812935784e-08
2025-07-15T04:00:00Z,0.9999999999800689,1.9889488343053546e-11,4.157524222660601e-14
2025-07-16T04:00:00Z,0.9999999999555379,4.4460948102591126e-11,1.1638531831920744e-15
2025-07-17T04:00:00Z,0.9999999999995595,4.403958156047262e-13,4.45537854025532e-25
2025-07-18T04:00:00Z,0.9999999999991656,8.344983225691516e-13,3.6018825197938074e-25
2025-07-21T04:00:00Z,0.9999999999989662,1.0337301688936037e-12,2.7832202446397415e-24
2025-07-22T04:00:00Z,0.999999999999561,4.39011042456646e-13,2.250845553541027e-24
2025-07-23T04:00:00Z,0.9999999999994647,5.353701482166337e-13,6.543411651255354e-24
2025-07-24T04:00:00Z,0.9999999999997276,2.724954566486196e-13,1.9089640666986923e-24
2025-07-25T04:00:00Z,0.9999999999999437,5.623851238965224e-14,1.4059038378212099e-25
2025-07-28T04:00:00Z,0.9999999999999767,2.3235887326100952e-14,1.0282141303762468e-25
2025-07-29T04:00:00Z,0.9999999999998093,1.9078919660696834e-13,6.90217187806415e-24
2025-07-30T04:00:00Z,0.999999999999869,1.3104943295104801e-13,8.94689799880403e-23
2025-07-31T04:00:00Z,0.9999999999998991,1.0089576359872603e-13,8.922851941802344e-23
2025-08-01T04:00:00Z,0.9999999841342931,1.586565079911093e-08,5.598424486400429e-14
2025-08-04T04:00:00Z,0.9999999889566409,1.1043316376459009e-08,4.270650582302999e-14
2025-08-05T04:00:00Z,0.9999998330794094,1.6691625050238495e-07,4.3399073479970536e-12
2025-08-06T04:00:00Z,0.9999999183644772,8.160154074358124e-08,3.398210075696182e-11
2025-08-07T04:00:00Z,0.9999999930419264,6.950615027689935e-09,7.458499701377337e-12
2025-08-08T04:00:00Z,0.9999999968493984,3.1356563894128487e-09,1.4945198739538598e-11
2025-08-11T04:00:00Z,0.9999999901542334,9.75830900772806e-09,8.745768461461212e-11
2025-08-12T04:00:00Z,0.9999992997250677,6.986508902172409e-07,1.6240420830464688e-09
2025-08-13T04:00:00Z,0.99999983486578,1.6466352002641555e-07,4.70699989771707e-10
2025-08-14T04:00:00Z,0.9999999001557253,9.921191885393343e-08,6.323559208459093e-10
2025-08-15T04:00:00Z,0.9999999713683296,2.8537096853212463e-08,9.457352187122719e-11
2025-08-18T04:00:00Z,0.9999999906715237,9.326450839120604e-09,2.025428847853829e-12
2025-08-19T04:00:00Z,0.9999999679583685,3.1995138823366794e-08,4.649267753060849e-11
2025-08-20T04:00:00Z,0.9999999971657993,2.833982976720869e-09,2.1761894284707156e-13
2025-08-21T04:00:00Z,0.9999999787720929,2.122232534394462e-08,5.581810102838237e-12
2025-08-22T04:00:00Z,0.9999993701555211,4.2732174383842525e-07,2.025227352139367e-07
2025-08-25T04:00:00Z,0.9999961913349159,3.2309039398693928e-06,5.777611441207589e-07
2025-08-26T04:00:00Z,0.9999935550563965,5.7446247456309314e-06,7.003188578996193e-07
2025-08-27T04:00:00Z,0.9999710457498371,2.8779621001770528e-05,1.7462916117368018e-07
2025-08-28T04:00:00Z,0.9999903339883269,9.651937823809197e-06,1.4073849258979476e-08
2025-08-29T04:00:00Z,0.9999993701270301,6.298164034096396e-07,5.6566562572470665e-11
2025-09-02T04:00:00Z,0.9999974383221416,2.561457830978146e-06,2.2002747146699889e-10
2025-09-03T04:00:00Z,0.9999994263374371,5.735774997486929e-07,8.506314620078337e-11
2025-09-04T04:00:00Z,0.9999989063038596,1.093646041852668e-06,5.009852567232315e-11
2025-09-05T04:00:00Z,0.9999986732215478,1.3264675134328162e-06,3.1093880877399305e-10
2025-09-08T04:00:00Z,0.9999983508025867,1.648634179960351e-06,5.632333032297774e-10
2025-09-09T04:00:00Z,0.9999997545153737,2.4520001819923725e-07,2.8460814172043884e-10
2025-09-10T04:00:00Z,0.9999999975905238,4.814260419003773e-10,1.9280501612691214e-09
2025-09-11T04:00:00Z,0.9999999915856176,3.811793921953303e-10,8.03320295958636e-09
2025-09-12T04:00:00Z,0.9999999910682478,5.909471081101645e-10,8.340805116500439e-09
2025-09-15T04:00:00Z,0.999999994823662,1.4656617312824438e-09,3.710676312643685e-09
2025-09-16T04:00:00Z,0.9999999903129798,1.2164808606281436e-09,8.470539301496425e-09
2025-09-17T04:00:00Z,0.9999999968668667,6.355835725499726e-10,2.497549748374751e-09
2025-09-18T04:00:00Z,0.9999999986153839,5.611146169855925e-10,8.235014442913105e-10
2025-09-19T04:00:00Z,0.9999999999368783,4.147169937945837e-11,2.1650083681966158e-11
2025-09-22T04:00:00Z,0.9999999999988958,9.080824123978554e-13,1.9613949481754814e-13
2025-09-23T04:00:00Z,0.9999999999998961,1.0367354263099099e-13,2.9429983666029947e-16
2025-09-24T04:00:00Z,0.9999999999993918,6.08105581500872e-13,1.7551130575745313e-16
2025-09-25T04:00:00Z,0.9999999999998914,1.0737998536194387e-13,1.2611495240328142e-15
2025-09-26T04:00:00Z,0.9999999999992273,7.938574573933312e-15,7.649376467350584e-13
2025-09-29T04:00:00Z,0.9999999999994142,3.8341342871638354e-14,5.472585761537001e-13
2025-09-30T04:00:00Z,0.9999999999999982,1.0323740090036733e-15,6.051915894977267e-16
2025-10-01T04:00:00Z,1.0,1.295373967977964e-16,3.1792411819311303e-18
2025-10-02T04:00:00Z,1.0,1.0899855428485692e-17,1.2510758371130775e-16
2025-10-03T04:00:00Z,0.9999999999999929,7.236282276677463e-15,1.3142521631441278e-26
2025-10-06T04:00:00Z,1.0,1.6112974128634746e-25,6.083383885649532e-28
2025-10-07T04:00:00Z,1.0,1.1730812689824673e-24,4.755369061338992e-28
2025-10-08T04:00:00Z,1.0,1.2381602775709232e-23,3.605759095237693e-35
2025-10-09T04:00:00Z,1.0,6.045362067215593e-22,5.7304916458905287e-36
2025-10-10T04:00:00Z,0.9999998514898035,1.796080489093001e-19,1.4851019647261344e-07
2025-10-13T04:00:00Z,0.9999858814180943,1.0215461011064797e-28,1.4118581905708966e-05
2025-10-14T04:00:00Z,0.9999994368527246,1.153522887322167e-34,5.631472753564625e-07
2025-10-15T04:00:00Z,0.9999997545018602,6.835560348212052e-42,2.454981398447271e-07
2025-10-16T04:00:00Z,0.9999978791018228,1.206787735774428e-43,2.120898177243992e-06
2025-10-17T04:00:00Z,0.9999985241847199,8.383399171207435e-46,1.4758152801094033e-06
2025-10-20T04:00:00Z,0.9999302388742575,2.9214138443571874e-45,6.976112574246349e-05
2025-10-21T04:00:00Z,0.9999782366089037,8.29454717345264e-48,2.1763391096318764e-05
2025-10-22T04:00:00Z,0.9999865450795261,3.4456637388144305e-47,1.3454920473885878e-05
2025-10-23T04:00:00Z,0.999982439793067,7.443618945293187e-49,1.756020693294781e-05
2025-10-24T04:00:00Z,0.9999980678871538,3.3677612312210995e-55,1.9321128459323847e-06
2025-10-27T04:00:00Z,0.9999996442999708,3.9587064100948833e-51,3.55700029357562e-07
2025-10-28T04:00:00Z,0.9999994273950793,3.4516191694985224e-48,5.726049206192178e-07
2025-10-29T04:00:00Z,0.9999999993020157,1.6195385003657887e-62,6.979844305251091e-10
2025-10-30T04:00:00Z,0.9999999999446523,5.95095048826113e-62,5.534782998210296e-11
2025-10-31T04:00:00Z,0.9999999999999991,1.4940416777645776e-76,4.853144814938746e-16
2025-11-03T05:00:00Z,0.9999997874884258,3.201319631986512e-42,2.1251157426551085e-07
2025-11-04T05:00:00Z,0.9999999572321245,7.557283734573236e-44,4.276787550676886e-08
2025-11-05T05:00:00Z,0.9999412512203908,1.2469701429665384e-34,5.874877960922559e-05
2025-11-06T05:00:00Z,0.9999787244049922,7.73387960426143e-37,2.1275595007761258e-05
2025-11-07T05:00:00Z,1.0,5.0265205679573634e-30,9.617961017802339e-17
2025-11-10T05:00:00Z,0.999999999999999,1.1225643817131543e-26,9.81046265450547e-16
2025-11-11T05:00:00Z,0.999999999999751,5.657825874353734e-25,2.489768851084898e-13
2025-11-12T05:00:00Z,0.9999999997545245,3.5956448486600914e-25,2.4547550665167035e-10
2025-11-13T05:00:00Z,0.9999999999999993,3.75668765405781e-23,7.159762267948445e-16
2025-11-14T05:00:00Z,0.9999999999999997,6.973683357342543e-21,2.807946671211732e-16
2025-11-17T05:00:00Z,0.9999999999999257,1.6192232354007774e-20,7.424266977594234e-14
2025-11-18T05:00:00Z,0.9999999999958444,4.515376851755031e-20,4.155496196814619e-12
2025-11-19T05:00:00Z,0.9999999999999685,5.779820564088735e-23,3.160207791739289e-14
2025-11-20T05:00:00Z,0.9999999999580567,4.210571877205968e-25,4.194307732892792e-11
2025-11-21T05:00:00Z,0.9999992564995674,8.151079502418122e-24,7.435004324297387e-07
2025-11-24T05:00:00Z,0.9999999828969656,4.278718277286733e-38,1.7103034514116198e-08
2025-11-25T05:00:00Z,0.9999996146509852,6.13961085881947e-42,3.85349014977654e-07
2025-11-26T05:00:00Z,0.9639335659494979,2.1649081013525813e-29,0.036066434050502055
2025-11-28T05:00:00Z,0.9652769728430987,1.567445173545423e-22,0.034723027156901336
2025-12-01T05:00:00Z,0.9843312593372935,5.062376409383338e-16,0.015668740662705898
2025-12-02T05:00:00Z,0.9696999819721996,4.942720335850708e-21,0.03030001802780041
2025-12-03T05:00:00Z,0.9923092799661352,2.372090681680634e-20,0.007690720033864953
2025-12-04T05:00:00Z,0.9952594562757422,9.517171011463625e-20,0.00474054372425788
2025-12-05T05:00:00Z,0.9979394767639774,3.227269378675823e-17,0.0020605232360225937
2025-12-08T05:00:00Z,0.9976979385286239,8.331572143237353e-20,0.0023020614713761935
2025-12-09T05:00:00Z,0.9956789971322032,4.89157925985881e-19,0.004321002867796691
2025-12-10T05:00:00Z,0.9977095336756794,4.8146856859029875e-18,0.002290466324320641
2025-12-11T05:00:00Z,0.9997527483962751,3.5793303067836654e-12,0.00024725160014555373
2025-12-12T05:00:00Z,0.9942526340259438,7.803759197594072e-18,0.005747365974056186
2025-12-15T05:00:00Z,0.9539718796895622,1.9175638609200453e-21,0.046028120310437716
2025-12-16T05:00:00Z,0.9904978544933868,7.264374874786743e-21,0.009502145506613158
2025-12-17T05:00:00Z,0.999266588686996,4.295989834883514e-24,0.0007334113130039941
2025-12-18T05:00:00Z,0.9999335440840911,2.0340411383952178e-21,6.645591590874498e-05
2025-12-19T05:00:00Z,0.9999999999661249,9.314696979906642e-21,3.387525965026754e-11
2025-12-22T05:00:00Z,0.9999999999997429,4.689322465976056e-19,2.571579643645122e-13
2025-12-23T05:00:00Z,0.9999999992917147,1.2518538887268143e-12,7.070334662986012e-10
2025-12-24T05:00:00Z,0.9999999989506676,5.0103498512356e-11,9.992289689882593e-10
2025-12-26T05:00:00Z,0.9999999956491674,2.8954283636475054e-09,1.4554042678267649e-09
2025-12-29T05:00:00Z,0.9999999990795445,6.758070098607945e-10,2.4464837860161545e-10
2025-12-30T05:00:00Z,0.9999999863090631,1.3478362391116864e-08,2.1257442474111698e-10
2025-12-31T05:00:00Z,0.999999957109585,4.289015253992204e-08,2.624215942314865e-13
