adaptive_max_drawdown,adaptive_sharpe,adaptive_total_return,adaptive_volatility,average_allocation_scale,average_signal_scale,baseline_max_drawdown,baseline_sharpe,baseline_total_return,baseline_volatility,fallback_row_count,low_confidence_fallback_count,surface,unknown_regime_fallback_count
0.04299676200444813,0.4057155049839299,0.016409727339816937,0.002688883366495243,0.9936000000000001,0.9936000000000001,0.04429849250753615,0.5210832301794449,0.022285812055291343,0.0028057821274173294,23,1,portfolio,22
