ts_utc,strategy_return__ml_cross_sectional_elastic_net_2026_q1__ml_cross_sectional_elastic_net_2026_q1_alpha_eval_813a3a37e1a0,strategy_return__ml_cross_sectional_xgb_2026_q1__ml_cross_sectional_xgb_2026_q1_alpha_eval_366f61a76d97,strategy_return__rank_composite_momentum_2026_q1__rank_composite_momentum_2026_q1_alpha_eval_81ef86e27306,weight__ml_cross_sectional_elastic_net_2026_q1__ml_cross_sectional_elastic_net_2026_q1_alpha_eval_813a3a37e1a0,weight__ml_cross_sectional_xgb_2026_q1__ml_cross_sectional_xgb_2026_q1_alpha_eval_366f61a76d97,weight__rank_composite_momentum_2026_q1__rank_composite_momentum_2026_q1_alpha_eval_81ef86e27306,gross_portfolio_return,portfolio_weight_change,portfolio_abs_weight_change,portfolio_turnover,portfolio_rebalance_event,portfolio_changed_sleeve_count,portfolio_transaction_cost,portfolio_fixed_fee,portfolio_slippage_proxy,portfolio_slippage_cost,portfolio_execution_friction,net_portfolio_return,portfolio_return
2026-03-16T04:00:00Z,-0.0016756687215001,-0.0003358256275019,-0.002208357793935,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.0014066173809777207,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0014066173809777207,0.0,0.0,-0.0014066173809777207,-0.0014066173809777207
2026-03-17T04:00:00Z,0.001807566762812,-0.0001962599729256,-3.811190214590976e-06,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.0005358318665567823,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0006692126419834551,0.0,0.0,0.0005358318665567823,0.0005358318665567823
2026-03-18T04:00:00Z,0.0006366204428045,0.0024746744049774,0.0014499620743501,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.0015204189740426173,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0015204189740426173,0.0,0.0,0.0015204189740426173,0.0015204189740426173
2026-03-19T04:00:00Z,0.0032939071265803,-0.0004947660236786,0.0003691675154584,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.0010561028727857395,0.0,0.0,0.0,0,0.0,0.0,0.0,0.001385946888571173,0.0,0.0,0.0010561028727857395,0.0010561028727857395
2026-03-20T04:00:00Z,-0.0005749494595071,0.0005624702908441,7.00163425044953e-05,0.33333333333303017,0.33333333333303017,0.33333333333303017,1.9179057947147698e-05,0.0,0.0,0.0,0,0.0,0.0,0.0,0.000402478697618199,0.0,0.0,1.9179057947147698e-05,1.9179057947147698e-05
2026-03-23T04:00:00Z,-0.0005496840919991,4.160854367807998e-05,-0.0015466530281739,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.0006849095254976837,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0007126485546163784,0.0,0.0,-0.0006849095254976837,-0.0006849095254976837
2026-03-24T04:00:00Z,-0.0001348346283786,-0.000342223288941,-0.0015100113585583,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.0006623564252920309,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0006623564252920309,0.0,0.0,-0.0006623564252920309,-0.0006623564252920309
2026-03-25T04:00:00Z,0.0023808710032638,0.0001302956852413,0.0004751949492919,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.0009954538792647611,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0009954538792647611,0.0,0.0,0.0009954538792647611,0.0009954538792647611
2026-03-26T04:00:00Z,0.0030538028298865,0.0042851729835299,0.0014547649303476,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.002931246914585334,0.0,0.0,0.0,0,0.0,0.0,0.0,0.002931246914585334,0.0,0.0,0.002931246914585334,0.002931246914585334
2026-03-27T04:00:00Z,0.0019397891362596,-0.0002581920436753,0.0044327645677424,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.0020381205534403795,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0022102485825570895,0.0,0.0,0.0020381205534403795,0.0020381205534403795
2026-03-30T04:00:00Z,-0.0006435887807298,-0.0003035736215386,-0.0017414324636746,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.0008961982886468516,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0008961982886468516,0.0,0.0,-0.0008961982886468516,-0.0008961982886468516
2026-03-31T04:00:00Z,-0.0023901397816624,0.0025801884464074,-0.0074062935504848,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.002405414961911079,0.0,0.0,0.0,0,0.0,0.0,0.0,0.004125540592847781,0.0,0.0,-0.002405414961911079,-0.002405414961911079
2026-04-01T04:00:00Z,-0.0044277341105338,0.0015324726654608,-0.0011169931271869,0.33333333333303017,0.33333333333303017,0.33333333333303017,-0.0013374181907520838,0.0,0.0,0.0,0,0.0,0.0,0.0,0.002359066634391688,0.0,0.0,-0.0013374181907520838,-0.0013374181907520838
2026-04-02T04:00:00Z,0.0028074178412572,0.0006400395464464,0.0023755276602315,0.33333333333303017,0.33333333333303017,0.33333333333303017,0.0019409950159766012,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0019409950159766012,0.0,0.0,0.0019409950159766012,0.0019409950159766012
